existing_block_id,linked_block_request_id,asset_id,section_id,station_code,block_type,start_time,end_time,duration_min,assigned_team,status,operational_priority,source,block_date,start_min,end_min,calculated_duration_min
EB-05474,,AST-5642,SEC-416,HRV,Maintenance Block,16:52,17:37,45,Track Maintenance Team,Planned,Normal,Existing/Committed,2024-06-09,1012,1057,45
EB-05475,,AST-8169,SEC-090,MMR,Maintenance Block,07:48,08:18,30,Track Maintenance Team,Confirmed,High,Existing/Committed,2024-02-06,468,498,30
EB-05476,,AST-8044,SEC-366,TTR,Maintenance Block,05:43,06:43,60,Track Maintenance Team,Active,Normal,Existing/Committed,2025-05-23,343,403,60
EB-05477,,AST-1322,SEC-043,SC,Maintenance Block,23:13,00:43,90,Signal Team,Confirmed,Normal,Existing/Committed,2024-08-23,1393,43,90
EB-05478,,AST-6416,SEC-368,JL,Maintenance Block,23:55,00:40,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-11-16,1435,40,45
EB-05479,,AST-8867,SEC-151,TIG,Maintenance Block,09:18,11:18,120,OHE Team,Confirmed,Normal,Existing/Committed,2024-03-13,558,678,120
EB-05480,,AST-7077,SEC-319,KYN,Engineering Block,03:22,04:07,45,Bridge Inspection Team,Confirmed,High,Existing/Committed,2025-07-08,202,247,45
EB-05481,,AST-2937,SEC-077,BJU,Maintenance Block,03:01,03:31,30,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-08-26,181,211,30
EB-05482,,AST-4993,SEC-188,BKP,Maintenance Block,10:54,11:54,60,OHE Team,Active,Normal,Existing/Committed,2024-03-13,654,714,60
EB-05483,,AST-9926,SEC-005,LRD,Maintenance Block,16:58,18:28,90,Bridge Inspection Team,Planned,Normal,Existing/Committed,2024-10-07,1018,1108,90
EB-05484,,AST-0770,SEC-309,BIH,Maintenance Block,23:40,01:40,120,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-04-03,1420,100,120
EB-05485,,AST-4377,SEC-065,SOH,Engineering Block,13:15,15:15,120,Signal Team,Confirmed,Normal,Existing/Committed,2025-05-27,795,915,120
EB-05486,,AST-3069,SEC-021,KANJ,Maintenance Block,21:41,22:41,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-06-02,1301,1361,60
EB-05487,,AST-1510,SEC-048,GPI,Engineering Block,18:38,19:08,30,Signal Team,Confirmed,Normal,Existing/Committed,2024-07-11,1118,1148,30
EB-05488,,AST-4401,SEC-048,CBE,Maintenance Block,14:25,15:40,75,Bridge Inspection Team,Planned,Normal,Existing/Committed,2026-01-13,865,940,75
EB-05489,,AST-2276,SEC-077,DUI,Maintenance Block,12:06,13:36,90,OHE Team,Active,Normal,Existing/Committed,2026-04-19,726,816,90
EB-05490,,AST-6017,SEC-019,CAN,Engineering Block,03:55,04:40,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-12-05,235,280,45
EB-05491,,AST-2137,SEC-320,BKN,Engineering Block,22:34,23:34,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-03-28,1354,1414,60
EB-05492,,AST-3475,SEC-230,LKU,Maintenance Block,14:48,16:48,120,OHE Team,Active,Normal,Existing/Committed,2026-01-31,888,1008,120
EB-05493,,AST-1627,SEC-384,MAS,Maintenance Block,05:55,07:55,120,Bridge Inspection Team,Active,Normal,Existing/Committed,2024-06-04,355,475,120
EB-05494,,AST-4730,SEC-422,HYB,Engineering Block,11:45,12:15,30,Bridge Inspection Team,Active,High,Existing/Committed,2024-07-04,705,735,30
EB-05495,,AST-7960,SEC-138,FZD,Maintenance Block,16:32,18:32,120,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2026-01-23,992,1112,120
EB-05496,,AST-6744,SEC-067,KUN,Maintenance Block,14:05,14:35,30,Signal Team,Active,Normal,Existing/Committed,2024-06-14,845,875,30
EB-05497,,AST-1430,SEC-015,PUNE,Engineering Block,07:18,09:18,120,Signal Team,Planned,Normal,Existing/Committed,2026-01-19,438,558,120
EB-05498,,AST-5149,SEC-114,RAIR,Maintenance Block,23:56,01:26,90,Bridge Inspection Team,Planned,Normal,Existing/Committed,2025-04-21,1436,86,90
EB-05499,,AST-4851,SEC-312,PAO,Engineering Block,21:52,23:07,75,Signal Team,Confirmed,Normal,Existing/Committed,2026-08-27,1312,1387,75
EB-05500,,AST-3398,SEC-334,NZM,Maintenance Block,08:14,09:14,60,OHE Team,Active,Normal,Existing/Committed,2024-01-12,494,554,60
EB-05501,,AST-8207,SEC-387,LD,Maintenance Block,06:09,06:54,45,Track Maintenance Team,Planned,Normal,Existing/Committed,2026-07-13,369,414,45
EB-05502,,AST-6219,SEC-165,BTH,Planned Block,16:35,17:35,60,Signal Team,Active,Normal,Existing/Committed,2024-07-23,995,1055,60
EB-05503,,AST-6032,SEC-449,PTKC,Maintenance Block,12:51,14:06,75,OHE Team,Planned,Normal,Existing/Committed,2024-01-15,771,846,75
EB-05504,,AST-3536,SEC-009,MYR,Maintenance Block,04:20,05:20,60,Signal Team,Confirmed,Normal,Existing/Committed,2025-12-04,260,320,60
EB-05505,,AST-7507,SEC-217,ALD,Maintenance Block,00:39,01:24,45,OHE Team,Planned,High,Existing/Committed,2025-05-26,39,84,45
EB-05506,,AST-7986,SEC-255,NRYP,Maintenance Block,09:26,10:26,60,OHE Team,Planned,Normal,Existing/Committed,2026-03-27,566,626,60
EB-05507,,AST-1093,SEC-108,MDP,Maintenance Block,02:32,04:32,120,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-03-28,152,272,120
EB-05508,,AST-7137,SEC-246,KBPR,Engineering Block,01:07,02:37,90,OHE Team,Active,High,Existing/Committed,2024-02-29,67,157,90
EB-05509,,AST-8282,SEC-107,GHD,Engineering Block,08:32,10:32,120,Bridge Inspection Team,Planned,High,Existing/Committed,2025-06-30,512,632,120
EB-05510,,AST-4213,SEC-312,FLR,Maintenance Block,01:10,02:10,60,Track Maintenance Team,Planned,Normal,Existing/Committed,2026-05-11,70,130,60
EB-05511,,AST-5978,SEC-119,MAQ,Maintenance Block,20:17,22:17,120,OHE Team,Active,Normal,Existing/Committed,2025-01-19,1217,1337,120
EB-05512,,AST-9260,SEC-393,EKC,Planned Block,07:13,08:28,75,OHE Team,Confirmed,Normal,Existing/Committed,2026-02-15,433,508,75
EB-05513,,AST-0045,SEC-030,NGP,Engineering Block,11:30,12:00,30,OHE Team,Confirmed,Normal,Existing/Committed,2026-06-04,690,720,30
EB-05514,,AST-6332,SEC-056,BLM,Engineering Block,21:20,22:20,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-04-28,1280,1340,60
EB-05515,,AST-8230,SEC-023,TU,Engineering Block,14:05,14:35,30,OHE Team,Active,High,Existing/Committed,2025-05-02,845,875,30
EB-05516,,AST-2559,SEC-220,LGB,Engineering Block,07:50,09:20,90,Signal Team,Active,Normal,Existing/Committed,2025-11-08,470,560,90
EB-05517,,AST-6569,SEC-339,YA,Maintenance Block,03:30,04:15,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-05-19,210,255,45
EB-05518,,AST-5603,SEC-123,PAU,Maintenance Block,23:31,00:01,30,Signal Team,Active,Normal,Existing/Committed,2025-10-15,1411,1,30
EB-05519,,AST-0158,SEC-033,KVK,Maintenance Block,12:17,13:47,90,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-06-30,737,827,90
EB-05520,,AST-0542,SEC-367,BHKD,Planned Block,20:41,21:26,45,OHE Team,Confirmed,Normal,Existing/Committed,2025-05-19,1241,1286,45
EB-05521,,AST-7865,SEC-144,TNA,Engineering Block,01:19,02:34,75,OHE Team,Confirmed,Normal,Existing/Committed,2025-02-19,79,154,75
EB-05522,,AST-4448,SEC-269,ADI,Engineering Block,03:55,05:25,90,OHE Team,Planned,Normal,Existing/Committed,2025-09-23,235,325,90
EB-05523,,AST-9874,SEC-010,MABD,Maintenance Block,10:59,12:14,75,OHE Team,Active,High,Existing/Committed,2025-12-31,659,734,75
EB-05524,,AST-8318,SEC-136,BZU,Planned Block,01:27,02:12,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-06-17,87,132,45
EB-05525,,AST-6498,SEC-390,MVJ,Maintenance Block,14:19,15:04,45,OHE Team,Confirmed,Normal,Existing/Committed,2025-08-15,859,904,45
EB-05526,,AST-4099,SEC-063,OGL,Engineering Block,23:09,00:39,90,OHE Team,Confirmed,Normal,Existing/Committed,2024-03-20,1389,39,90
EB-05527,,AST-8467,SEC-331,MRBL,Maintenance Block,16:34,18:34,120,OHE Team,Active,Normal,Existing/Committed,2025-07-20,994,1114,120
EB-05528,,AST-2105,SEC-054,BUP,Planned Block,09:07,10:37,90,Signal Team,Active,High,Existing/Committed,2024-10-21,547,637,90
EB-05529,,AST-8600,SEC-279,SOD,Engineering Block,14:28,15:43,75,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2024-01-06,868,943,75
EB-05530,,AST-4460,SEC-012,HJP,Maintenance Block,04:12,04:42,30,Bridge Inspection Team,Active,Normal,Existing/Committed,2024-02-21,252,282,30
EB-05531,,AST-9954,SEC-376,ET,Maintenance Block,18:57,19:57,60,Track Maintenance Team,Planned,Normal,Existing/Committed,2025-07-24,1137,1197,60
EB-05532,,AST-6338,SEC-374,RTM,Maintenance Block,00:02,01:02,60,Bridge Inspection Team,Active,Normal,Existing/Committed,2026-07-12,2,62,60
EB-05533,,AST-2539,SEC-129,MEJ,Maintenance Block,23:40,00:40,60,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-04-29,1420,40,60
EB-05534,,AST-5577,SEC-290,IGP,Engineering Block,13:02,14:32,90,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-02-28,782,872,90
EB-05535,,AST-4783,SEC-426,AJE,Engineering Block,11:33,12:18,45,Signal Team,Planned,Normal,Existing/Committed,2024-03-08,693,738,45
EB-05536,,AST-3488,SEC-012,SGO,Engineering Block,21:06,21:51,45,Signal Team,Planned,Normal,Existing/Committed,2025-10-16,1266,1311,45
EB-05537,,AST-3995,SEC-303,ARJ,Maintenance Block,02:44,03:59,75,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-02-04,164,239,75
EB-05538,,AST-5975,SEC-208,JRC,Maintenance Block,15:26,16:26,60,Signal Team,Confirmed,High,Existing/Committed,2026-03-31,926,986,60
EB-05539,,AST-6999,SEC-472,BLGR,Maintenance Block,21:42,23:42,120,Signal Team,Confirmed,Normal,Existing/Committed,2026-03-06,1302,1422,120
EB-05540,,AST-1833,SEC-064,NTSK,Maintenance Block,17:17,18:47,90,OHE Team,Confirmed,Normal,Existing/Committed,2026-08-28,1037,1127,90
EB-05541,,AST-6345,SEC-004,KMC,Maintenance Block,13:13,15:13,120,Track Maintenance Team,Active,Normal,Existing/Committed,2024-09-20,793,913,120
EB-05542,,AST-3074,SEC-374,NAD,Maintenance Block,19:10,19:55,45,Track Maintenance Team,Confirmed,High,Existing/Committed,2024-05-20,1150,1195,45
EB-05543,,AST-4544,SEC-250,SRR,Maintenance Block,09:55,11:25,90,OHE Team,Planned,Normal,Existing/Committed,2024-10-05,595,685,90
EB-05544,,AST-1151,SEC-068,BPP,Maintenance Block,21:22,23:22,120,Track Maintenance Team,Planned,Normal,Existing/Committed,2026-02-17,1282,1402,120
EB-05545,,AST-9298,SEC-487,AKP,Engineering Block,04:52,06:52,120,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-07-16,292,412,120
EB-05546,,AST-8863,SEC-445,SBLJ,Engineering Block,22:51,23:36,45,OHE Team,Confirmed,Normal,Existing/Committed,2026-05-16,1371,1416,45
EB-05547,,AST-9027,SEC-067,UMD,Maintenance Block,23:50,00:35,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-05-13,1430,35,45
EB-05548,,AST-4407,SEC-129,RTM,Maintenance Block,07:40,09:10,90,Track Maintenance Team,Planned,High,Existing/Committed,2024-01-28,460,550,90
EB-05549,,AST-1303,SEC-470,CSA,Maintenance Block,08:49,09:49,60,OHE Team,Active,Normal,Existing/Committed,2024-07-17,529,589,60
EB-05550,,AST-3208,SEC-113,SC,Engineering Block,14:16,15:01,45,Signal Team,Active,Normal,Existing/Committed,2026-01-03,856,901,45
EB-05551,,AST-4544,SEC-250,SRR,Maintenance Block,11:56,12:56,60,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-08-04,716,776,60
EB-05552,,AST-1205,SEC-345,CGY,Engineering Block,02:31,03:16,45,OHE Team,Active,Normal,Existing/Committed,2024-11-29,151,196,45
EB-05553,,AST-0069,SEC-037,PUNE,Maintenance Block,09:07,10:07,60,OHE Team,Active,Normal,Existing/Committed,2025-09-27,547,607,60
EB-05554,,AST-8327,SEC-384,KOAA,Maintenance Block,06:46,08:16,90,Signal Team,Active,Normal,Existing/Committed,2025-09-19,406,496,90
EB-05555,,AST-5886,SEC-135,ST,Maintenance Block,18:38,19:23,45,Track Maintenance Team,Active,High,Existing/Committed,2025-06-17,1118,1163,45
EB-05556,,AST-3146,SEC-355,KWV,Engineering Block,06:32,07:02,30,Signal Team,Confirmed,High,Existing/Committed,2025-05-08,392,422,30
EB-05557,,AST-8630,SEC-277,SLI,Engineering Block,06:25,07:10,45,Track Maintenance Team,Confirmed,High,Existing/Committed,2024-03-21,385,430,45
EB-05558,,AST-3753,SEC-307,PNVL,Engineering Block,05:04,05:49,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-08-26,304,349,45
EB-05559,,AST-6251,SEC-150,RN,Maintenance Block,09:10,11:10,120,Signal Team,Confirmed,Normal,Existing/Committed,2025-05-21,550,670,120
EB-05560,,AST-9886,SEC-483,BRC,Maintenance Block,21:20,22:50,90,Signal Team,Confirmed,High,Existing/Committed,2024-04-24,1280,1370,90
EB-05561,,AST-3201,SEC-236,TKR,Planned Block,21:23,22:38,75,Track Maintenance Team,Active,Normal,Existing/Committed,2025-03-30,1283,1358,75
EB-05562,,AST-5356,SEC-357,BZA,Maintenance Block,10:56,12:26,90,Signal Team,Planned,Normal,Existing/Committed,2024-04-05,656,746,90
EB-05563,,AST-9180,SEC-245,WKI,Maintenance Block,03:15,05:15,120,OHE Team,Confirmed,Normal,Existing/Committed,2026-02-05,195,315,120
EB-05564,,AST-0599,SEC-076,BUI,Maintenance Block,11:40,12:55,75,Bridge Inspection Team,Active,Normal,Existing/Committed,2024-03-23,700,775,75
EB-05565,,AST-8552,SEC-132,LTA,Maintenance Block,18:11,20:11,120,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2024-03-12,1091,1211,120
EB-05566,,AST-2843,SEC-186,SGZ,Maintenance Block,07:42,08:42,60,OHE Team,Active,High,Existing/Committed,2025-09-08,462,522,60
EB-05567,,AST-8818,SEC-137,BNCE,Engineering Block,23:39,01:09,90,Bridge Inspection Team,Planned,Normal,Existing/Committed,2024-07-18,1419,69,90
EB-05568,,AST-6247,SEC-305,TDD,Maintenance Block,17:09,17:54,45,OHE Team,Confirmed,Normal,Existing/Committed,2024-11-26,1029,1074,45
EB-05569,,AST-7397,SEC-027,AGC,Engineering Block,14:37,15:37,60,Signal Team,Planned,High,Existing/Committed,2024-10-20,877,937,60
EB-05570,,AST-1918,SEC-197,BUP,Maintenance Block,18:12,19:42,90,Signal Team,Active,Normal,Existing/Committed,2024-07-14,1092,1182,90
EB-05571,,AST-0866,SEC-137,LGH,Maintenance Block,18:40,19:10,30,Signal Team,Confirmed,Normal,Existing/Committed,2026-01-10,1120,1150,30
EB-05572,,AST-5213,SEC-401,CBE,Planned Block,05:08,06:08,60,Track Maintenance Team,Active,Normal,Existing/Committed,2025-11-01,308,368,60
EB-05573,,AST-5833,SEC-042,TRVL,Maintenance Block,11:44,12:59,75,OHE Team,Planned,Normal,Existing/Committed,2024-08-05,704,779,75
EB-05574,,AST-2318,SEC-400,NDLS,Maintenance Block,06:30,07:15,45,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-10-27,390,435,45
EB-05575,,AST-5555,SEC-299,KMNR,Maintenance Block,05:25,06:55,90,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-11-23,325,415,90
EB-05576,,AST-3372,SEC-338,WHM,Engineering Block,06:36,07:36,60,OHE Team,Confirmed,High,Existing/Committed,2025-06-02,396,456,60
EB-05577,,AST-9313,SEC-123,MCI,Maintenance Block,17:13,17:58,45,Signal Team,Active,Normal,Existing/Committed,2025-07-11,1033,1078,45
EB-05578,,AST-4032,SEC-412,GYN,Engineering Block,22:07,23:37,90,Signal Team,Confirmed,Normal,Existing/Committed,2026-07-02,1327,1417,90
EB-05579,,AST-8017,SEC-486,DVL,Engineering Block,18:16,19:31,75,Bridge Inspection Team,Confirmed,High,Existing/Committed,2025-03-08,1096,1171,75
EB-05580,,AST-1644,SEC-339,UMB,Planned Block,02:50,04:05,75,Signal Team,Planned,High,Existing/Committed,2024-12-30,170,245,75
EB-05581,,AST-2450,SEC-188,ARA,Maintenance Block,22:50,23:35,45,OHE Team,Active,Normal,Existing/Committed,2025-06-02,1370,1415,45
EB-05582,,AST-7398,SEC-343,CRU,Maintenance Block,06:53,07:38,45,Signal Team,Active,Normal,Existing/Committed,2026-03-25,413,458,45
EB-05583,,AST-7575,SEC-034,UDL,Maintenance Block,10:03,12:03,120,Signal Team,Confirmed,Normal,Existing/Committed,2025-11-19,603,723,120
EB-05584,,AST-6707,SEC-054,GEDE,Maintenance Block,00:45,01:15,30,Track Maintenance Team,Planned,Normal,Existing/Committed,2024-02-24,45,75,30
EB-05585,,AST-3761,SEC-200,GGJ,Maintenance Block,12:05,12:50,45,Track Maintenance Team,Confirmed,High,Existing/Committed,2025-03-14,725,770,45
EB-05586,,AST-9913,SEC-010,RNV,Maintenance Block,12:57,13:42,45,Signal Team,Active,Normal,Existing/Committed,2025-12-19,777,822,45
EB-05587,,AST-3801,SEC-120,GD,Planned Block,01:13,01:58,45,Bridge Inspection Team,Confirmed,High,Existing/Committed,2024-07-21,73,118,45
EB-05588,,AST-1137,SEC-468,TISI,Planned Block,21:14,21:44,30,Signal Team,Planned,Normal,Existing/Committed,2026-08-25,1274,1304,30
EB-05589,,AST-9126,SEC-139,JMP,Maintenance Block,02:43,03:13,30,Signal Team,Active,Normal,Existing/Committed,2026-02-26,163,193,30
EB-05590,,AST-5470,SEC-445,GADJ,Maintenance Block,11:09,11:54,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-04-05,669,714,45
EB-05591,,AST-0802,SEC-108,RPR,Maintenance Block,07:11,07:41,30,Signal Team,Planned,High,Existing/Committed,2024-03-01,431,461,30
EB-05592,,AST-0738,SEC-475,STA,Maintenance Block,12:11,12:41,30,OHE Team,Active,High,Existing/Committed,2025-07-12,731,761,30
EB-05593,,AST-1701,SEC-168,WHM,Maintenance Block,01:00,02:30,90,Track Maintenance Team,Active,High,Existing/Committed,2025-05-21,60,150,90
EB-05594,,AST-7386,SEC-476,GR,Maintenance Block,17:02,17:47,45,Signal Team,Confirmed,High,Existing/Committed,2025-08-28,1022,1067,45
EB-05595,,AST-4145,SEC-206,NK,Planned Block,13:19,15:19,120,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-04-09,799,919,120
EB-05596,,AST-2278,SEC-019,LTT,Planned Block,20:30,21:15,45,Signal Team,Confirmed,Normal,Existing/Committed,2024-11-28,1230,1275,45
EB-05597,,AST-4437,SEC-285,PAU,Maintenance Block,09:54,11:54,120,OHE Team,Planned,Normal,Existing/Committed,2025-05-27,594,714,120
EB-05598,,AST-6283,SEC-325,DHO,Planned Block,20:39,21:39,60,OHE Team,Confirmed,Normal,Existing/Committed,2025-10-20,1239,1299,60
EB-05599,,AST-9086,SEC-295,GWL,Maintenance Block,23:08,00:38,90,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2026-01-02,1388,38,90
EB-05600,,AST-8330,SEC-383,SV,Maintenance Block,06:47,08:47,120,Bridge Inspection Team,Active,High,Existing/Committed,2026-01-19,407,527,120
EB-05601,,AST-6331,SEC-064,VM,Maintenance Block,03:41,05:11,90,OHE Team,Confirmed,High,Existing/Committed,2024-11-11,221,311,90
EB-05602,,AST-1037,SEC-462,NAC,Planned Block,14:10,15:25,75,OHE Team,Confirmed,High,Existing/Committed,2026-09-04,850,925,75
EB-05603,,AST-5723,SEC-007,DEE,Engineering Block,10:23,11:53,90,Track Maintenance Team,Planned,High,Existing/Committed,2023-12-20,623,713,90
EB-05604,,AST-8364,SEC-166,DD,Engineering Block,15:49,17:19,90,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-04-16,949,1039,90
EB-05605,,AST-7171,SEC-476,DDE,Maintenance Block,09:16,10:16,60,Signal Team,Confirmed,Normal,Existing/Committed,2025-08-10,556,616,60
EB-05606,,AST-3942,SEC-086,DLI,Maintenance Block,17:56,18:41,45,OHE Team,Confirmed,Normal,Existing/Committed,2024-02-10,1076,1121,45
EB-05607,,AST-0662,SEC-045,TNA,Maintenance Block,08:54,10:09,75,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-03-06,534,609,75
EB-05608,,AST-9816,SEC-477,FD,Maintenance Block,10:51,12:21,90,Signal Team,Planned,Normal,Existing/Committed,2025-07-28,651,741,90
EB-05609,,AST-5278,SEC-078,YPR,Maintenance Block,16:15,17:00,45,Signal Team,Confirmed,Normal,Existing/Committed,2025-08-09,975,1020,45
EB-05610,,AST-1970,SEC-157,CGN,Engineering Block,01:04,01:49,45,OHE Team,Active,Normal,Existing/Committed,2024-04-08,64,109,45
EB-05611,,AST-6855,SEC-200,YG,Maintenance Block,21:57,23:27,90,OHE Team,Confirmed,Normal,Existing/Committed,2024-09-13,1317,1407,90
EB-05612,,AST-6487,SEC-065,GUNA,Maintenance Block,21:34,23:04,90,Bridge Inspection Team,Planned,Normal,Existing/Committed,2024-08-11,1294,1384,90
EB-05613,,AST-8530,SEC-407,BKN,Maintenance Block,00:31,01:31,60,Signal Team,Confirmed,Normal,Existing/Committed,2025-09-10,31,91,60
EB-05614,,AST-1591,SEC-411,DHT,Maintenance Block,02:26,02:56,30,OHE Team,Confirmed,Normal,Existing/Committed,2024-11-03,146,176,30
EB-05615,,AST-0165,SEC-039,ET,Engineering Block,13:15,14:45,90,Bridge Inspection Team,Active,Normal,Existing/Committed,2025-07-04,795,885,90
EB-05616,,AST-7581,SEC-045,RJPB,Maintenance Block,02:12,02:57,45,Track Maintenance Team,Confirmed,Normal,Existing/Committed,2025-12-11,132,177,45
EB-05617,,AST-2647,SEC-105,HWH,Engineering Block,21:55,22:25,30,OHE Team,Confirmed,Normal,Existing/Committed,2026-02-15,1315,1345,30
EB-05618,,AST-5622,SEC-417,MYS,Maintenance Block,14:03,14:48,45,Track Maintenance Team,Planned,Normal,Existing/Committed,2024-06-11,843,888,45
EB-05619,,AST-2135,SEC-277,NMP,Maintenance Block,09:48,11:18,90,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2026-06-01,588,678,90
EB-05620,,AST-3272,SEC-357,DPE,Maintenance Block,19:34,20:34,60,OHE Team,Active,High,Existing/Committed,2024-05-24,1174,1234,60
EB-05621,,AST-8625,SEC-150,KJM,Maintenance Block,01:06,02:36,90,OHE Team,Confirmed,Normal,Existing/Committed,2024-01-01,66,156,90
EB-05622,,AST-0312,SEC-406,KNW,Planned Block,11:36,12:21,45,OHE Team,Active,High,Existing/Committed,2024-01-24,696,741,45
EB-05623,,AST-3941,SEC-253,CPR,Maintenance Block,07:37,08:52,75,OHE Team,Confirmed,High,Existing/Committed,2024-06-29,457,532,75
EB-05624,,AST-3425,SEC-436,BWN,Maintenance Block,21:11,21:56,45,OHE Team,Active,Normal,Existing/Committed,2026-05-02,1271,1316,45
EB-05625,,AST-9482,SEC-312,BRK,Maintenance Block,09:35,10:20,45,Signal Team,Confirmed,Normal,Existing/Committed,2024-07-05,575,620,45
EB-05626,,AST-8472,SEC-409,R,Maintenance Block,00:28,01:58,90,Signal Team,Confirmed,Normal,Existing/Committed,2025-11-03,28,118,90
EB-05627,,AST-7619,SEC-165,DMO,Maintenance Block,22:12,23:27,75,Bridge Inspection Team,Planned,Normal,Existing/Committed,2025-02-01,1332,1407,75
EB-05628,,AST-3893,SEC-405,NZM,Maintenance Block,15:05,16:05,60,Track Maintenance Team,Planned,High,Existing/Committed,2024-01-19,905,965,60
EB-05629,,AST-8624,SEC-086,ORR,Engineering Block,00:42,02:12,90,Signal Team,Planned,Normal,Existing/Committed,2025-02-27,42,132,90
EB-05630,,AST-2227,SEC-023,BEH,Engineering Block,03:34,04:34,60,OHE Team,Confirmed,Normal,Existing/Committed,2024-01-08,214,274,60
EB-05631,,AST-8376,SEC-430,NMT,Maintenance Block,00:49,02:19,90,Bridge Inspection Team,Planned,High,Existing/Committed,2025-03-31,49,139,90
EB-05632,,AST-6069,SEC-311,GDR,Maintenance Block,15:17,16:32,75,Bridge Inspection Team,Planned,Normal,Existing/Committed,2025-06-21,917,992,75
EB-05633,,AST-1580,SEC-459,DEE,Maintenance Block,08:57,10:27,90,OHE Team,Confirmed,High,Existing/Committed,2025-05-15,537,627,90
EB-05634,,AST-1762,SEC-053,AH,Engineering Block,00:19,01:04,45,Track Maintenance Team,Confirmed,High,Existing/Committed,2024-09-18,19,64,45
EB-05635,,AST-0491,SEC-206,ADB,Engineering Block,05:44,06:44,60,Bridge Inspection Team,Confirmed,High,Existing/Committed,2026-01-15,344,404,60
EB-05636,,AST-9622,SEC-406,NGP,Maintenance Block,19:14,19:59,45,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2025-07-29,1154,1199,45
EB-05637,,AST-5858,SEC-203,AZR,Planned Block,13:23,14:53,90,Signal Team,Confirmed,Normal,Existing/Committed,2024-08-21,803,893,90
EB-05638,,AST-1041,SEC-290,CNB,Engineering Block,00:09,02:09,120,Bridge Inspection Team,Confirmed,High,Existing/Committed,2025-02-17,9,129,120
EB-05639,,AST-0720,SEC-254,CGN,Maintenance Block,16:05,16:50,45,Track Maintenance Team,Confirmed,High,Existing/Committed,2024-03-28,965,1010,45
EB-05640,,AST-1452,SEC-236,MTJ,Planned Block,07:28,08:13,45,Track Maintenance Team,Confirmed,High,Existing/Committed,2026-06-21,448,493,45
EB-05641,,AST-5710,SEC-217,CKI,Engineering Block,20:32,21:17,45,OHE Team,Confirmed,Normal,Existing/Committed,2026-01-02,1232,1277,45
EB-05642,,AST-0136,SEC-021,BD,Maintenance Block,00:38,02:08,90,Bridge Inspection Team,Planned,Normal,Existing/Committed,2024-09-23,38,128,90
EB-05643,,AST-2363,SEC-189,TDD,Maintenance Block,03:56,04:56,60,OHE Team,Planned,High,Existing/Committed,2025-10-15,236,296,60
EB-05644,,AST-9524,SEC-330,NDO,Maintenance Block,12:23,14:23,120,Signal Team,Active,Normal,Existing/Committed,2025-10-20,743,863,120
EB-05645,,AST-9482,SEC-312,BRK,Maintenance Block,21:51,23:21,90,Track Maintenance Team,Planned,Normal,Existing/Committed,2025-08-11,1311,1401,90
EB-05646,,AST-8279,SEC-448,KNLP,Maintenance Block,16:30,17:15,45,Track Maintenance Team,Planned,Normal,Existing/Committed,2024-02-03,990,1035,45
EB-05647,,AST-4457,SEC-125,BSL,Maintenance Block,20:21,20:51,30,Bridge Inspection Team,Confirmed,Normal,Existing/Committed,2026-05-07,1221,1251,30
EB-05648,,AST-3704,SEC-360,AZ,Engineering Block,03:58,04:58,60,Signal Team,Confirmed,Normal,Existing/Committed,2026-07-23,238,298,60
EB-05649,,AST-6274,SEC-136,DGR,Maintenance Block,13:56,14:41,45,OHE Team,Confirmed,Normal,Existing/Committed,2026-08-11,836,881,45
EB-05650,,AST-1115,SEC-380,DUBH,Maintenance Block,15:45,16:30,45,Signal Team,Confirmed,Normal,Existing/Committed,2026-08-17,945,990,45
