asset_id,section_id,nearest_station_code
AST-12864,SEC-188,LS
AST-12865,SEC-136,MAS
AST-12866,SEC-291,MGN
AST-12867,SEC-022,DO
AST-12868,SEC-032,MAS
AST-12869,SEC-409,ED
AST-1287,SEC-238,KP
AST-12870,SEC-410,MURI
AST-12871,SEC-484,RMA
AST-12872,SEC-114,SHC
AST-12873,SEC-283,JTJ
AST-12874,SEC-347,KIUL
AST-12875,SEC-334,TVC
AST-12876,SEC-015,RJY
AST-12877,SEC-001,BKN
AST-12878,SEC-305,NSD
AST-12879,SEC-137,MZR
AST-1288,SEC-044,JCL
AST-12880,SEC-327,CKI
AST-12881,SEC-318,DTO
AST-12882,SEC-006,ANND
AST-12883,SEC-244,DR
AST-12884,SEC-048,KOTA
AST-12885,SEC-130,TUP
AST-12886,SEC-216,CPT
AST-12887,SEC-368,HJP
AST-12888,SEC-041,PAD
AST-12889,SEC-384,PVP
AST-1289,SEC-127,MTC
AST-12890,SEC-244,BLS
AST-12891,SEC-073,FAN
AST-12892,SEC-231,GTL
AST-12893,SEC-390,SDL
AST-12894,SEC-286,BZA
AST-12895,SEC-433,LKR
AST-12896,SEC-146,HWH
AST-12897,SEC-318,MRPR
AST-12898,SEC-409,QLD
AST-12899,SEC-066,YSI
AST-1290,SEC-418,TIG
AST-12900,SEC-032,CPH
AST-12901,SEC-470,ED
AST-12902,SEC-383,NZM
AST-12903,SEC-466,AII
AST-12904,SEC-266,CRY
AST-12905,SEC-194,SRNR
AST-12906,SEC-419,CLD
AST-12907,SEC-246,CNGR
AST-12908,SEC-026,MMZ
AST-12909,SEC-054,KTE
AST-1291,SEC-460,MLDT
AST-12910,SEC-175,ET
AST-12911,SEC-355,CHB
AST-12912,SEC-500,ROU
AST-12913,SEC-473,HWH
AST-12914,SEC-151,SBI
AST-12915,SEC-326,KZJ
AST-12916,SEC-088,ACL
AST-12917,SEC-353,MAN
AST-12918,SEC-176,TSF
AST-12919,SEC-015,BSX
AST-1292,SEC-466,AZ
AST-12920,SEC-432,BJU
AST-12921,SEC-469,SNX
AST-12922,SEC-224,RJY
AST-12923,SEC-442,DNR
AST-12924,SEC-237,THAN
AST-12925,SEC-263,ATL
AST-12926,SEC-372,FL
AST-12927,SEC-367,PRR
AST-12928,SEC-190,DMV
AST-12929,SEC-408,BPC
AST-1293,SEC-211,KYJ
AST-12930,SEC-194,UHR
AST-12931,SEC-468,GHD
AST-12932,SEC-214,MQL
AST-12933,SEC-032,KSB
AST-12934,SEC-057,VSU
AST-12935,SEC-041,BALU
AST-12936,SEC-273,MURI
AST-12937,SEC-418,CBE
AST-12938,SEC-190,CLU
AST-12939,SEC-452,KEI
AST-1294,SEC-231,JAJ
AST-12940,SEC-130,HSA
AST-12941,SEC-336,SAW
AST-12942,SEC-142,KATL
AST-12943,SEC-424,SZR
AST-12944,SEC-001,FK
AST-12945,SEC-457,RPAN
AST-12946,SEC-468,MS
AST-12947,SEC-248,MJ
AST-12948,SEC-187,CPR
AST-12949,SEC-159,MRK
AST-1295,SEC-061,SNP
AST-12950,SEC-044,GDG
AST-12951,SEC-335,KSTH
AST-12952,SEC-076,GD
AST-12953,SEC-307,ERL
AST-12954,SEC-398,MRDW
AST-12955,SEC-371,SGD
AST-12956,SEC-309,JAM
AST-12957,SEC-208,SLD
AST-12958,SEC-221,LKN
AST-12959,SEC-490,BPL
AST-1296,SEC-027,NU
AST-12960,SEC-467,BOY
AST-12961,SEC-048,LRJ
AST-12962,SEC-409,MKDD
AST-12963,SEC-381,HWH
AST-12964,SEC-147,CKI
AST-12965,SEC-426,MRJ
AST-12966,SEC-015,UMB
AST-12967,SEC-038,DRU
AST-12968,SEC-485,KYN
AST-12969,SEC-253,UDL
AST-1297,SEC-438,SBC
AST-12970,SEC-039,PGRL
AST-12971,SEC-270,FL
AST-12972,SEC-423,DKY
AST-12973,SEC-197,BWN
AST-12974,SEC-008,MLY
AST-12975,SEC-153,KSH
AST-12976,SEC-132,ITR
AST-12977,SEC-195,TLD
AST-12978,SEC-006,APR
AST-12979,SEC-392,PBH
AST-1298,SEC-481,SBZ
AST-12980,SEC-243,GMDN
AST-12981,SEC-098,VVB
AST-12982,SEC-094,KJM
AST-12983,SEC-191,RDRA
AST-12984,SEC-250,KOTA
AST-12985,SEC-450,ASK
AST-12986,SEC-147,ET
AST-12987,SEC-229,KRDH
AST-12988,SEC-390,DRI
AST-12989,SEC-004,DVG
AST-1299,SEC-430,BDU
AST-12990,SEC-031,YPR
AST-12991,SEC-349,CKP
AST-12992,SEC-154,MJ
AST-12993,SEC-099,DBKA
AST-12994,SEC-318,SEU
AST-12995,SEC-008,LS
AST-12996,SEC-260,KOJ
AST-12997,SEC-461,FA
AST-12998,SEC-130,JTJ
AST-12999,SEC-137,KNW
AST-1300,SEC-132,RU
AST-13000,SEC-119,PVU
AST-13001,SEC-453,RAG
AST-13002,SEC-214,ANG
AST-13003,SEC-380,KGN
AST-13004,SEC-360,RJPB
AST-13005,SEC-201,BJU
AST-13006,SEC-396,JP
AST-13007,SEC-028,KJM
AST-13008,SEC-187,BARH
AST-13009,SEC-384,GTL
AST-1301,SEC-077,BRC
AST-13010,SEC-195,BIDR
AST-13011,SEC-065,JER
AST-13012,SEC-189,KKDI
AST-13013,SEC-110,MAJN
AST-13014,SEC-381,ANG
AST-13015,SEC-006,WR
AST-13016,SEC-476,KGLE
AST-13017,SEC-464,NTSK
AST-13018,SEC-024,NMZ
AST-13019,SEC-126,KTR
AST-1302,SEC-022,SKZR
AST-13020,SEC-308,VAPI
AST-13021,SEC-475,KCG
AST-13022,SEC-471,ADI
AST-13023,SEC-435,CSA
AST-13024,SEC-035,UGWE
AST-13025,SEC-333,NJP
AST-13026,SEC-304,BGK
AST-13027,SEC-121,BRC
AST-13028,SEC-095,KRP
AST-13029,SEC-360,WL
AST-1303,SEC-470,CSA
AST-13030,SEC-402,MHD
AST-13031,SEC-478,HJP
AST-13032,SEC-307,BXR
AST-13033,SEC-408,BTJL
AST-13034,SEC-431,NPW
AST-13035,SEC-155,SKZR
AST-13036,SEC-072,RBL
AST-13037,SEC-457,SGP
AST-13038,SEC-355,PIP
AST-13039,SEC-056,RNR
AST-1304,SEC-130,LAV
AST-13040,SEC-263,BZA
AST-13041,SEC-094,PBN
AST-13042,SEC-187,BYNR
AST-13043,SEC-341,IGP
AST-13044,SEC-189,GUNA
AST-13045,SEC-363,SRT
AST-13046,SEC-133,JAA
AST-13047,SEC-097,GDG
AST-13048,SEC-488,SBR
AST-13049,SEC-473,YPR
AST-1305,SEC-179,BWN
AST-13050,SEC-499,BVI
AST-13051,SEC-235,KJN
AST-13052,SEC-154,BE
AST-13053,SEC-327,MABD
AST-13054,SEC-311,ND
AST-13055,SEC-434,RJY
AST-13056,SEC-295,SRE
AST-13057,SEC-200,CKP
AST-13058,SEC-477,J
AST-13059,SEC-087,KYX
AST-1306,SEC-259,KKDI
AST-13060,SEC-175,ASN
AST-13061,SEC-243,KP
AST-13062,SEC-412,PAN
AST-13063,SEC-495,DWR
AST-13064,SEC-365,KY
AST-13065,SEC-311,MLGH
AST-13066,SEC-010,RKM
AST-13067,SEC-489,LD
AST-13068,SEC-386,BSYA
AST-13069,SEC-389,ND
AST-1307,SEC-225,JBP
AST-13070,SEC-286,BXR
AST-13071,SEC-048,IPR
AST-13072,SEC-329,RGDA
AST-13073,SEC-259,PUNE
AST-13074,SEC-159,KPD
AST-13075,SEC-092,TPTY
AST-13076,SEC-194,IJK
AST-13077,SEC-476,PNP
AST-13078,SEC-409,BZN
AST-13079,SEC-356,MYR
AST-1308,SEC-292,BWT
AST-13080,SEC-008,GKP
AST-13081,SEC-321,KNN
AST-13082,SEC-457,BBU
AST-13083,SEC-461,MKSR
AST-13084,SEC-199,GGN
AST-13085,SEC-349,JND
AST-13086,SEC-024,DWX
AST-13087,SEC-315,AF
AST-13088,SEC-429,MAD
AST-13089,SEC-168,KSN
AST-1309,SEC-011,BWSN
AST-13090,SEC-239,NWP
AST-13091,SEC-255,MAO
AST-13092,SEC-330,CLX
AST-13093,SEC-255,KAWR
AST-13094,SEC-069,CPD
AST-13095,SEC-047,DSS
AST-13096,SEC-356,JTJ
AST-13097,SEC-419,KLK
AST-13098,SEC-299,BD
AST-13099,SEC-466,NCB
AST-1310,SEC-405,DURG
AST-13100,SEC-456,NK
AST-13101,SEC-414,MUD
AST-13102,SEC-022,PRTL
AST-13103,SEC-385,DHN
AST-13104,SEC-031,SLO
AST-13105,SEC-284,RJT
AST-13106,SEC-372,JND
AST-13107,SEC-056,ZBD
AST-13108,SEC-029,DEE
AST-13109,SEC-022,OSN
AST-1311,SEC-428,GWL
AST-13110,SEC-455,OGL
AST-13111,SEC-009,DMM
AST-13112,SEC-436,BARL
AST-13113,SEC-071,AGI
AST-13114,SEC-138,VSKP
AST-13115,SEC-413,CDMR
AST-13116,SEC-218,TNGL
AST-13117,SEC-472,VLR
AST-13118,SEC-181,RJK
AST-13119,SEC-163,ABR
AST-1312,SEC-424,CDG
AST-13120,SEC-342,ANSB
AST-13121,SEC-221,MRA
AST-13122,SEC-480,BL
AST-13123,SEC-496,TBN
AST-13124,SEC-494,DURG
AST-13125,SEC-265,TVC
AST-13126,SEC-396,NAD
AST-13127,SEC-490,SJP
AST-13128,SEC-447,MEX
AST-13129,SEC-458,KK
AST-1313,SEC-461,JER
AST-13130,SEC-491,SEGM
AST-13131,SEC-061,JHL
AST-13132,SEC-005,SLN
AST-13133,SEC-383,KYJ
AST-13134,SEC-079,JIND
AST-13135,SEC-366,CNGR
AST-13136,SEC-068,KBJ
AST-13137,SEC-065,GQL
AST-13138,SEC-256,IPM
AST-13139,SEC-179,NAD
AST-1314,SEC-398,NAB
AST-13140,SEC-071,SLI
AST-13141,SEC-456,MZP
AST-13142,SEC-417,AHA
AST-13143,SEC-451,TBN
AST-13144,SEC-021,BCN
AST-13145,SEC-453,MLDT
AST-13146,SEC-101,DLGN
AST-13147,SEC-096,R
AST-13148,SEC-461,PAU
AST-13149,SEC-494,YFP
AST-1315,SEC-257,UKA
AST-13150,SEC-043,PMY
AST-13151,SEC-060,OGL
AST-13152,SEC-150,BVRT
AST-13153,SEC-141,FDB
AST-13154,SEC-308,SML
AST-13155,SEC-366,PBV
AST-13156,SEC-163,JSME
AST-13157,SEC-107,KGP
AST-13158,SEC-025,RWJ
AST-13159,SEC-048,LHU
AST-1316,SEC-021,VSKP
AST-13160,SEC-405,NYN
AST-13161,SEC-382,KATL
AST-13162,SEC-147,JAM
AST-13163,SEC-428,ANGL
AST-13164,SEC-443,DGG
AST-13165,SEC-431,RJP
AST-13166,SEC-179,HJP
AST-13167,SEC-388,HJP
AST-13168,SEC-343,JBP
AST-13169,SEC-229,NGP
AST-1317,SEC-132,BWN
AST-13170,SEC-149,HWH
AST-13171,SEC-180,JVN
AST-13172,SEC-387,MABD
AST-13173,SEC-323,AGC
AST-13174,SEC-055,KIR
AST-13175,SEC-249,DHD
AST-13176,SEC-393,TUP
AST-13177,SEC-473,JSME
AST-13178,SEC-021,DLI
AST-13179,SEC-285,BCY
AST-1318,SEC-111,KMME
AST-13180,SEC-348,SLN
AST-13181,SEC-001,SKM
AST-13182,SEC-203,NIIJ
AST-13183,SEC-367,SDE
AST-13184,SEC-155,NCJ
AST-13185,SEC-029,RDM
AST-13186,SEC-187,NKM
AST-13187,SEC-190,BER
AST-13188,SEC-001,VSG
AST-13189,SEC-307,INDB
AST-1319,SEC-222,SUR
AST-13190,SEC-304,GHR
AST-13191,SEC-353,DNKL
AST-13192,SEC-068,SJL
AST-13193,SEC-213,KKDI
AST-13194,SEC-333,ASR
AST-13195,SEC-435,JIND
AST-13196,SEC-164,DNR
AST-13197,SEC-267,RPJ
AST-13198,SEC-156,CD
AST-13199,SEC-394,MTHP
AST-1320,SEC-296,GVD
AST-13200,SEC-314,BPP
AST-13201,SEC-242,KOV
AST-13202,SEC-288,RBL
AST-13203,SEC-220,VKB
AST-13204,SEC-115,NLE
AST-13205,SEC-368,KMS
AST-13206,SEC-481,KYJ
AST-13207,SEC-481,MBNR
AST-13208,SEC-384,JMKL
AST-13209,SEC-221,RJY
AST-1321,SEC-223,ADH
AST-13210,SEC-463,PTKC
AST-13211,SEC-143,CC
AST-13212,SEC-200,NZM
AST-13213,SEC-071,MSB
AST-13214,SEC-450,BVH
AST-13215,SEC-418,JJKR
AST-13216,SEC-386,RLA
AST-13217,SEC-415,ND
AST-13218,SEC-035,RJY
AST-13219,SEC-250,BSL
AST-1322,SEC-043,SC
AST-13220,SEC-254,YT
AST-13221,SEC-176,GHY
AST-13222,SEC-384,PUK
AST-13223,SEC-025,DGHA
AST-13224,SEC-183,KSG
AST-13225,SEC-363,MUT
AST-13226,SEC-461,DBA
AST-13227,SEC-367,BNTL
AST-13228,SEC-435,JBP
AST-13229,SEC-500,NKP
AST-1323,SEC-499,RKD
AST-13230,SEC-352,TCR
AST-13231,SEC-162,SID
AST-13232,SEC-473,HBD
AST-13233,SEC-294,KJN
AST-13234,SEC-125,SRR
AST-13235,SEC-352,GR
AST-13236,SEC-155,TNA
AST-13237,SEC-495,PRP
AST-13238,SEC-047,KNW
AST-13239,SEC-006,MABD
AST-1324,SEC-164,KIUL
AST-13240,SEC-358,CRP
AST-13241,SEC-365,GAM
AST-13242,SEC-405,KJT
AST-13243,SEC-225,MTJ
AST-13244,SEC-005,VDS
AST-13245,SEC-242,HP
AST-13246,SEC-218,DVG
AST-13247,SEC-472,BWT
AST-13248,SEC-048,FL
AST-13249,SEC-350,DCU
AST-1325,SEC-389,CDG
AST-13250,SEC-425,SHDM
AST-13251,SEC-213,ULD
AST-13252,SEC-251,RC
AST-13253,SEC-292,GDB
AST-13254,SEC-057,MWM
AST-13255,SEC-463,SC
AST-13256,SEC-126,CLG
AST-13257,SEC-053,HWH
AST-13258,SEC-041,TK
AST-13259,SEC-158,NDN
AST-1326,SEC-452,DGG
AST-13260,SEC-302,PVU
AST-13261,SEC-035,BER
AST-13262,SEC-458,ARJ
AST-13263,SEC-208,JJKR
AST-13264,SEC-399,BRAG
AST-13265,SEC-048,CHZ
AST-13266,SEC-385,ALD
AST-13267,SEC-220,BRKA
AST-13268,SEC-172,VPT
AST-13269,SEC-325,ROU
AST-1327,SEC-325,KRR
AST-13270,SEC-488,PNBE
AST-13271,SEC-277,WENA
AST-13272,SEC-154,KJM
AST-13273,SEC-250,PTH
AST-13274,SEC-278,MRIJ
AST-13275,SEC-329,UDL
AST-13276,SEC-194,HWH
AST-13277,SEC-107,JJKR
AST-13278,SEC-312,JTTN
AST-13279,SEC-113,AML
AST-1328,SEC-027,BNCE
AST-13280,SEC-090,TUNI
AST-13281,SEC-263,NLDA
AST-13282,SEC-262,LKS
AST-13283,SEC-176,BLS
AST-13284,SEC-334,HDN
AST-13285,SEC-247,COR
AST-13286,SEC-337,IAA
AST-13287,SEC-374,MURI
AST-13288,SEC-269,NDLS
AST-13289,SEC-364,SLN
AST-1329,SEC-198,UDZ
AST-13290,SEC-091,KEB
AST-13291,SEC-364,VMD
AST-13292,SEC-360,SGNR
AST-13293,SEC-068,BVI
AST-13294,SEC-140,ASR
AST-13295,SEC-424,VSU
AST-13296,SEC-460,SJP
AST-13297,SEC-353,LNL
AST-13298,SEC-247,DAO
AST-13299,SEC-165,KRR
AST-1330,SEC-117,KJW
AST-13300,SEC-341,KYN
AST-13301,SEC-420,RANI
AST-13302,SEC-427,SFY
AST-13303,SEC-468,HWH
AST-13304,SEC-052,GR
AST-13305,SEC-398,VSKP
AST-13306,SEC-448,MJ
AST-13307,SEC-231,DHD
AST-13308,SEC-233,KUR
AST-13309,SEC-481,BZA
AST-1331,SEC-202,CLD
AST-13310,SEC-148,HUP
AST-13311,SEC-426,SJL
AST-13312,SEC-471,SNT
AST-13313,SEC-336,IJK
AST-13314,SEC-017,MBNR
AST-13315,SEC-172,GWL
AST-13316,SEC-353,MZP
AST-13317,SEC-126,BKP
AST-13318,SEC-487,HD
AST-13319,SEC-496,MYR
AST-1332,SEC-489,MBNR
AST-13320,SEC-286,PGRL
AST-13321,SEC-018,SLO
AST-13322,SEC-482,KYN
AST-13323,SEC-411,JSME
AST-13324,SEC-428,GTNR
AST-13325,SEC-044,KZJ
AST-13326,SEC-236,PLO
AST-13327,SEC-139,DLI
AST-13328,SEC-010,UBC
AST-13329,SEC-490,OBR
AST-1333,SEC-388,KPD
AST-13330,SEC-060,KTE
AST-13331,SEC-279,MKSR
AST-13332,SEC-423,PPN
AST-13333,SEC-068,TORI
AST-13334,SEC-039,ABR
AST-13335,SEC-119,POA
AST-13336,SEC-231,BTIC
AST-13337,SEC-063,NK
AST-13338,SEC-050,BJP
AST-13339,SEC-026,PHK
AST-1334,SEC-250,MAD
AST-13340,SEC-155,BVI
AST-13341,SEC-054,AADR
AST-13342,SEC-381,BTH
AST-13343,SEC-038,KY
AST-13344,SEC-382,SPJ
AST-13345,SEC-132,NYN
AST-13346,SEC-355,MNI
AST-13347,SEC-007,NDN
AST-13348,SEC-499,DG
AST-13349,SEC-067,ADI
AST-1335,SEC-369,KH
AST-13350,SEC-135,PHR
AST-13351,SEC-041,VSU
AST-13352,SEC-079,DMM
AST-13353,SEC-354,JBP
AST-13354,SEC-428,KO
AST-13355,SEC-172,DLI
AST-13356,SEC-445,KQR
AST-13357,SEC-308,OGL
AST-13358,SEC-241,PGT
AST-13359,SEC-408,UAA
AST-1336,SEC-020,JU
AST-13360,SEC-035,KEI
AST-13361,SEC-357,TBM
AST-13362,SEC-449,SKZR
AST-13363,SEC-304,ULD
AST-13364,SEC-384,JNU
AST-13365,SEC-213,HVR
AST-13366,SEC-065,UKL
AST-13367,SEC-011,ALLP
AST-13368,SEC-339,BOD
AST-13369,SEC-019,AGC
AST-1337,SEC-263,DMO
AST-13370,SEC-377,PPI
AST-13371,SEC-442,KNGN
AST-13372,SEC-304,MGS
AST-13373,SEC-147,BUH
AST-13374,SEC-403,KGQ
AST-13375,SEC-077,BEH
AST-13376,SEC-343,KTE
AST-13377,SEC-321,SDLP
AST-13378,SEC-166,YA
AST-13379,SEC-482,BBMN
AST-1338,SEC-188,MRJ
AST-13380,SEC-349,TDD
AST-13381,SEC-284,PKU
AST-13382,SEC-087,PBE
AST-13383,SEC-073,ADI
AST-13384,SEC-492,PBH
AST-13385,SEC-302,SLN
AST-13386,SEC-054,SDT
AST-13387,SEC-062,LKO
AST-13388,SEC-302,MTJ
AST-13389,SEC-305,ED
AST-1339,SEC-149,HWH
AST-13390,SEC-460,PRR
AST-13391,SEC-335,KSG
AST-13392,SEC-320,NK
AST-13393,SEC-310,CND
AST-13394,SEC-156,DGR
AST-13395,SEC-159,RU
AST-13396,SEC-157,VKR
AST-13397,SEC-298,KYN
AST-13398,SEC-269,KLH
AST-13399,SEC-319,CH
AST-1340,SEC-285,UJA
AST-13400,SEC-228,KNE
AST-13401,SEC-438,BMF
AST-13402,SEC-084,MZP
AST-13403,SEC-068,KNW
AST-13404,SEC-060,BXR
AST-13405,SEC-088,NDLS
AST-13406,SEC-335,NGP
AST-13407,SEC-226,CNB
AST-13408,SEC-144,MRJ
AST-13409,SEC-408,CNB
AST-1341,SEC-038,CHE
AST-13410,SEC-364,POT
AST-13411,SEC-084,CLX
AST-13412,SEC-011,JCL
AST-13413,SEC-123,PNU
AST-13414,SEC-481,JSG
AST-13415,SEC-355,CBE
AST-13416,SEC-398,RTM
AST-13417,SEC-086,PGT
AST-13418,SEC-039,BPL
AST-13419,SEC-167,DVH
AST-1342,SEC-095,KKN
AST-13420,SEC-216,AJJ
AST-13421,SEC-312,BBK
AST-13422,SEC-276,PGRL
AST-13423,SEC-051,RAIR
AST-13424,SEC-180,USL
AST-13425,SEC-360,MQU
AST-13426,SEC-489,BZA
AST-13427,SEC-413,BG
AST-13428,SEC-157,KIUL
AST-13429,SEC-399,KRDH
AST-1343,SEC-235,MEP
AST-13430,SEC-208,DWX
AST-13431,SEC-145,NRI
AST-13432,SEC-495,JL
AST-13433,SEC-137,HYB
AST-13434,SEC-423,ADI
AST-13435,SEC-423,AK
AST-13436,SEC-096,MKP
AST-13437,SEC-079,EKM
AST-13438,SEC-306,BPP
AST-13439,SEC-286,BWN
AST-1344,SEC-330,BDM
AST-13440,SEC-115,BSB
AST-13441,SEC-090,GOTN
AST-13442,SEC-250,KTE
AST-13443,SEC-308,MLGH
AST-13444,SEC-394,ABR
AST-13445,SEC-326,BN
AST-13446,SEC-388,BYNR
AST-13447,SEC-118,DR
AST-13448,SEC-154,BVH
AST-13449,SEC-110,TCR
AST-1345,SEC-064,FUT
AST-13450,SEC-315,BHC
AST-13451,SEC-025,GAYA
AST-13452,SEC-084,LJN
AST-13453,SEC-308,RJN
AST-13454,SEC-313,KOP
AST-13455,SEC-060,JP
AST-13456,SEC-164,NYO
AST-13457,SEC-469,DEOS
AST-13458,SEC-434,RNG
AST-13459,SEC-165,FUT
AST-1346,SEC-263,KMT
AST-13460,SEC-275,MSH
AST-13461,SEC-498,JSG
AST-13462,SEC-069,QLN
AST-13463,SEC-484,GWL
AST-13464,SEC-189,DHN
AST-13465,SEC-015,DKAE
AST-13466,SEC-497,CLX
AST-13467,SEC-325,JMP
AST-13468,SEC-475,PNBE
AST-13469,SEC-466,TBM
AST-1347,SEC-413,CPP
AST-13470,SEC-312,ERN
AST-13471,SEC-468,BHC
AST-13472,SEC-047,HBJ
AST-13473,SEC-408,KSTE
AST-13474,SEC-272,CTC
AST-13475,SEC-218,SBC
AST-13476,SEC-097,GAJ
AST-13477,SEC-186,MSH
AST-13478,SEC-023,SRT
AST-13479,SEC-007,MZR
AST-1348,SEC-202,CDGR
AST-13480,SEC-464,JAIS
AST-13481,SEC-477,PGW
AST-13482,SEC-259,MURI
AST-13483,SEC-007,BZA
AST-13484,SEC-387,UJA
AST-13485,SEC-080,DBA
AST-13486,SEC-470,LTT
AST-13487,SEC-341,DHD
AST-13488,SEC-464,DVD
AST-13489,SEC-231,TIG
AST-1349,SEC-148,BRYA
AST-13490,SEC-089,ERN
AST-13491,SEC-231,TUNI
AST-13492,SEC-037,CGY
AST-13493,SEC-262,BSB
AST-13494,SEC-383,MNM
AST-13495,SEC-215,FA
AST-13496,SEC-052,JL
AST-13497,SEC-496,PVR
AST-13498,SEC-302,JTTN
AST-13499,SEC-007,AMC
AST-1350,SEC-157,BOD
AST-13500,SEC-421,KTMA
AST-13501,SEC-322,FDK
AST-13502,SEC-348,JP
AST-13503,SEC-073,NDKD
AST-13504,SEC-253,VMA
AST-13505,SEC-467,HRS
AST-13506,SEC-128,KRR
AST-13507,SEC-035,JMU
AST-13508,SEC-469,AS
AST-13509,SEC-472,BBK
AST-1351,SEC-074,VZM
AST-13510,SEC-033,MGLE
AST-13511,SEC-261,KGG
AST-13512,SEC-421,NZB
AST-13513,SEC-469,MMR
AST-13514,SEC-120,MKU
AST-13515,SEC-323,NZD
AST-13516,SEC-103,PFM
AST-13517,SEC-082,BDC
AST-13518,SEC-238,GDA
AST-13519,SEC-219,PKU
AST-1352,SEC-170,KGN
AST-13520,SEC-409,SSM
AST-13521,SEC-033,BNC
AST-13522,SEC-313,TPH
AST-13523,SEC-255,PTRD
AST-13524,SEC-176,HWH
AST-13525,SEC-400,BDL
AST-13526,SEC-042,VSKP
AST-13527,SEC-209,NRI
AST-13528,SEC-103,PNBE
AST-13529,SEC-482,LTT
AST-1353,SEC-427,KPD
AST-13530,SEC-392,ANND
AST-13531,SEC-488,MOG
AST-13532,SEC-445,PLP
AST-13533,SEC-323,NPNR
AST-13534,SEC-405,J
AST-13535,SEC-198,KNJ
AST-13536,SEC-086,VSKP
AST-13537,SEC-014,KQT
AST-13538,SEC-480,PNP
AST-13539,SEC-380,BHC
AST-1354,SEC-327,GWL
AST-13540,SEC-287,SBPD
AST-13541,SEC-185,BBK
AST-13542,SEC-472,SGNR
AST-13543,SEC-135,BSR
AST-13544,SEC-093,MET
AST-13545,SEC-280,MLN
AST-13546,SEC-454,HNL
AST-13547,SEC-306,NU
AST-13548,SEC-410,VAPI
AST-13549,SEC-325,TLHD
AST-1355,SEC-117,CTO
AST-13550,SEC-002,FDB
AST-13551,SEC-403,HBD
AST-13552,SEC-444,UBC
AST-13553,SEC-329,PS
AST-13554,SEC-448,RPH
AST-13555,SEC-116,BJMD
AST-13556,SEC-176,KEI
AST-13557,SEC-155,AGC
AST-13558,SEC-104,SRE
AST-13559,SEC-120,NCB
AST-1356,SEC-059,VSKP
AST-13560,SEC-249,GZB
AST-13561,SEC-310,TDD
AST-13562,SEC-233,BSP
AST-13563,SEC-402,ADI
AST-13564,SEC-216,KNE
AST-13565,SEC-322,SBB
AST-13566,SEC-053,CNB
AST-13567,SEC-226,BGM
AST-13568,SEC-463,MJ
AST-13569,SEC-185,BSB
AST-1357,SEC-047,JHS
AST-13570,SEC-364,YPR
AST-13571,SEC-413,LKO
AST-13572,SEC-325,SVDK
AST-13573,SEC-089,PURI
AST-13574,SEC-484,RRB
AST-13575,SEC-250,URPR
AST-13576,SEC-109,GDR
AST-13577,SEC-351,BNC
AST-13578,SEC-355,BZA
AST-13579,SEC-001,SSM
AST-1358,SEC-014,BZA
AST-13580,SEC-059,BXN
AST-13581,SEC-340,BRC
AST-13582,SEC-365,ATP
AST-13583,SEC-483,SJP
AST-13584,SEC-483,BDNP
AST-13585,SEC-122,ANG
AST-13586,SEC-447,SUKU
AST-13587,SEC-241,BBK
AST-13588,SEC-062,LKO
AST-13589,SEC-273,HIJ
AST-1359,SEC-051,NDB
AST-13590,SEC-409,MYS
AST-13591,SEC-083,DLGN
AST-13592,SEC-431,BNC
AST-13593,SEC-083,KMT
AST-13594,SEC-220,CHB
AST-13595,SEC-079,KMBL
AST-13596,SEC-092,KSG
AST-13597,SEC-472,HCP
AST-13598,SEC-227,JSG
AST-13599,SEC-191,DVG
AST-1360,SEC-080,CPJ
AST-13600,SEC-164,MXA
AST-13601,SEC-431,BDTS
AST-13602,SEC-349,TATA
AST-13603,SEC-440,SELU
AST-13604,SEC-332,NDD
AST-13605,SEC-220,BEH
AST-13606,SEC-448,KND
AST-13607,SEC-014,QLN
AST-13608,SEC-006,BDC
AST-13609,SEC-273,DBR
AST-1361,SEC-438,NGP
AST-13610,SEC-392,KPD
AST-13611,SEC-335,PBE
AST-13612,SEC-215,PGT
AST-13613,SEC-441,NKP
AST-13614,SEC-195,GYN
AST-13615,SEC-011,JER
AST-13616,SEC-256,AF
AST-13617,SEC-356,MTJ
AST-13618,SEC-237,DMN
AST-13619,SEC-078,UJN
AST-1362,SEC-381,KCVL
AST-13620,SEC-109,MHD
AST-13621,SEC-405,VRR
AST-13622,SEC-019,SMBL
AST-13623,SEC-391,DG
AST-13624,SEC-080,JMU
AST-13625,SEC-296,MKU
AST-13626,SEC-468,LKR
AST-13627,SEC-303,NJP
AST-13628,SEC-500,SRC
AST-13629,SEC-065,ASK
AST-1363,SEC-025,MBY
AST-13630,SEC-003,GZO
AST-13631,SEC-374,ATP
AST-13632,SEC-447,ALLP
AST-13633,SEC-120,DWX
AST-13634,SEC-140,KNE
AST-13635,SEC-216,HUP
AST-13636,SEC-264,ZBD
AST-13637,SEC-009,RGU
AST-13638,SEC-071,ET
AST-13639,SEC-103,CBF
AST-1364,SEC-042,RU
AST-13640,SEC-130,RC
AST-13641,SEC-275,CDG
AST-13642,SEC-068,PBN
AST-13643,SEC-209,ON
AST-13644,SEC-198,MURI
AST-13645,SEC-207,BAU
AST-13646,SEC-346,MRIJ
AST-13647,SEC-052,NJP
AST-13648,SEC-283,DMM
AST-13649,SEC-484,MRBL
AST-1365,SEC-241,MZP
AST-13650,SEC-252,KUR
AST-13651,SEC-125,MSH
AST-13652,SEC-240,UDN
AST-13653,SEC-269,CNGR
