block_request_id,asset_id,section_id,station_code,maintenance_type,requested_duration_min,priority,preferred_start_time,time_flexibility,required_team,request_urgency,status,preferred_start_min,flexibility_min,earliest_start_min,latest_start_min
BR-02125,AST-0075,SEC-036,ARAG,Point Machine Maintenance,45,Medium,12:45,±30 min,Track Maintenance Team,Normal,Pending,765,30,735,795
BR-02126,AST-0171,SEC-012,KSRA,Track Inspection,120,High,12:45,±30 min,Track Maintenance Team,Normal,Pending,765,30,735,795
BR-02127,AST-0124,SEC-022,NAVI,Signal Maintenance,75,High,12:15,±60 min,Track Maintenance Team,Urgent,Pending,735,60,675,795
BR-02128,AST-0124,SEC-022,NAVI,Rail Grinding,75,High,15:00,±30 min,Track Maintenance Team,Normal,Pending,900,30,870,930
BR-02129,AST-0121,SEC-028,CND,Track Renewal,45,High,10:30,±60 min,Track Maintenance Team,Urgent,Pending,630,60,570,690
BR-02130,AST-0090,SEC-043,HBJ,OHE Inspection,60,High,19:15,±30 min,Signal Team,Normal,Pending,1155,30,1125,1185
BR-02131,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,Fixed,Signal Team,Normal,Pending,45,0,45,45
BR-02132,AST-0075,SEC-036,ARAG,Point Machine Maintenance,60,Medium,12:15,Fixed,Track Maintenance Team,Normal,Pending,735,0,735,735
BR-02133,AST-0194,SEC-027,PAU,Rail Grinding,60,Low,19:30,±30 min,OHE Team,Urgent,Pending,1170,30,1140,1200
BR-02134,AST-0077,SEC-033,DLGN,Track Renewal,90,Low,05:00,±60 min,Bridge Inspection Team,Urgent,Pending,300,60,240,360
BR-02135,AST-0114,SEC-003,JTJ,OHE Inspection,30,Medium,22:15,±15 min,Signal Team,Normal,Pending,1335,15,1320,1350
BR-02136,AST-0183,SEC-008,PC,Signal Maintenance,30,High,11:30,±30 min,Bridge Inspection Team,Normal,Pending,690,30,660,720
BR-02137,AST-0075,SEC-036,ARAG,Point Machine Maintenance,30,Medium,13:30,±15 min,Track Maintenance Team,Normal,Pending,810,15,795,825
BR-02138,AST-0159,SEC-029,PLO,OHE Inspection,30,Medium,18:00,±15 min,Bridge Inspection Team,Normal,Pending,1080,15,1065,1095
BR-02139,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,12:45,±30 min,Bridge Inspection Team,Normal,Pending,765,30,735,795
BR-02140,AST-0143,SEC-009,JMD,Track Inspection,30,Medium,21:00,±15 min,OHE Team,Urgent,Pending,1260,15,1245,1275
BR-02141,AST-0136,SEC-021,BD,Signal Maintenance,30,Medium,11:45,±30 min,OHE Team,Normal,Pending,705,30,675,735
BR-02142,AST-0027,SEC-026,PRLI,Track Inspection,30,High,04:45,±30 min,Track Maintenance Team,Normal,Pending,285,30,255,315
BR-02143,AST-0077,SEC-033,DLGN,Track Renewal,120,Low,03:45,±15 min,Bridge Inspection Team,Urgent,Pending,225,15,210,240
BR-02144,AST-0075,SEC-036,ARAG,Point Machine Maintenance,60,Medium,13:00,±15 min,Track Maintenance Team,Normal,Pending,780,15,765,795
BR-02145,AST-0121,SEC-028,CND,Track Renewal,30,High,16:30,Fixed,Track Maintenance Team,Urgent,Pending,990,0,990,990
BR-02146,AST-0124,SEC-022,NAVI,Signal Maintenance,30,High,16:15,±60 min,Track Maintenance Team,Urgent,Pending,975,60,915,1035
BR-02147,AST-0122,SEC-042,HBD,Bridge Inspection,30,High,10:45,±30 min,Track Maintenance Team,Normal,Pending,645,30,615,675
BR-02148,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,01:00,±30 min,Bridge Inspection Team,Normal,Pending,60,30,30,90
BR-02149,AST-0124,SEC-022,NAVI,Signal Maintenance,75,High,14:45,±15 min,Track Maintenance Team,Urgent,Pending,885,15,870,900
BR-02150,AST-0183,SEC-008,PC,Signal Maintenance,30,High,11:30,Fixed,Bridge Inspection Team,Normal,Pending,690,0,690,690
BR-02151,AST-0075,SEC-036,ARAG,Point Machine Maintenance,45,Medium,13:15,±30 min,Track Maintenance Team,Normal,Pending,795,30,765,825
BR-02152,AST-0148,SEC-033,KVK,Signal Maintenance,30,Low,07:45,±30 min,Track Maintenance Team,Urgent,Pending,465,30,435,495
BR-02153,AST-0075,SEC-036,ARAG,OHE Inspection,120,Medium,12:30,±60 min,Bridge Inspection Team,Normal,Pending,750,60,690,810
BR-02154,AST-0027,SEC-026,PRLI,Track Inspection,30,High,21:30,±30 min,Track Maintenance Team,Normal,Pending,1290,30,1260,1320
BR-02155,AST-0049,SEC-025,LTRR,Track Renewal,30,Medium,19:15,±30 min,OHE Team,Normal,Pending,1155,30,1125,1185
BR-02156,AST-0148,SEC-033,KVK,Signal Maintenance,75,Low,06:00,Fixed,Track Maintenance Team,Urgent,Pending,360,0,360,360
BR-02157,AST-0183,SEC-008,PC,Signal Maintenance,45,High,02:45,±60 min,Bridge Inspection Team,Normal,Pending,165,60,105,225
BR-02158,AST-0075,SEC-036,ARAG,Point Machine Maintenance,90,Medium,12:15,±30 min,Track Maintenance Team,Normal,Pending,735,30,705,765
BR-02159,AST-0127,SEC-010,DHI,Point Machine Maintenance,90,Medium,05:30,±30 min,Signal Team,Urgent,Pending,330,30,300,360
BR-02160,AST-0126,SEC-041,GAR,Track Renewal,60,Medium,05:00,±30 min,Bridge Inspection Team,Normal,Pending,300,30,270,330
BR-02161,AST-0075,SEC-036,ARAG,OHE Inspection,45,Medium,14:00,±30 min,Bridge Inspection Team,Normal,Pending,840,30,810,870
BR-02162,AST-0136,SEC-021,BD,Signal Maintenance,30,Medium,15:30,±60 min,OHE Team,Normal,Pending,930,60,870,990
BR-02163,AST-0027,SEC-026,PRLI,Track Inspection,30,High,10:15,Fixed,Track Maintenance Team,Normal,Pending,615,0,615,615
BR-02164,AST-0070,SEC-018,BDWD,Track Inspection,90,Medium,07:45,Fixed,Signal Team,Urgent,Pending,465,0,465,465
BR-02165,AST-0183,SEC-008,PC,Signal Maintenance,30,High,08:15,±15 min,Bridge Inspection Team,Normal,Pending,495,15,480,510
BR-02166,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305
BR-02167,AST-0117,SEC-043,HBJ,Signal Maintenance,30,Critical,12:30,±15 min,Signal Team,Normal,Pending,750,15,735,765
BR-02168,AST-0126,SEC-041,GAR,Track Inspection,30,Medium,13:00,±30 min,Bridge Inspection Team,Normal,Pending,780,30,750,810
BR-02169,AST-0090,SEC-043,HBJ,OHE Inspection,30,High,12:45,±30 min,Signal Team,Normal,Pending,765,30,735,795
BR-02170,AST-0124,SEC-022,NAVI,Signal Maintenance,120,High,12:00,±30 min,Track Maintenance Team,Urgent,Pending,720,30,690,750
BR-02171,AST-0171,SEC-012,KSRA,Track Inspection,60,High,19:00,±60 min,Track Maintenance Team,Normal,Pending,1140,60,1080,1200
BR-02172,AST-0143,SEC-009,JMD,Track Inspection,30,Medium,11:15,Fixed,OHE Team,Urgent,Pending,675,0,675,675
BR-02173,AST-0148,SEC-033,KVK,Signal Maintenance,30,Low,10:30,±15 min,Track Maintenance Team,Urgent,Pending,630,15,615,645
BR-02174,AST-0124,SEC-022,NAVI,Signal Maintenance,90,High,16:15,±30 min,Track Maintenance Team,Urgent,Pending,975,30,945,1005
BR-02175,AST-0027,SEC-026,PRLI,Track Inspection,30,High,18:15,±15 min,Track Maintenance Team,Normal,Pending,1095,15,1080,1110
BR-02176,AST-0126,SEC-041,GAR,Track Inspection,30,Medium,18:30,±30 min,Bridge Inspection Team,Normal,Pending,1110,30,1080,1140
BR-02177,AST-0075,SEC-036,ARAG,Point Machine Maintenance,90,Medium,12:45,±30 min,Track Maintenance Team,Normal,Pending,765,30,735,795
BR-02178,AST-0098,SEC-049,HWH,Track Inspection,60,Medium,01:30,Fixed,OHE Team,Normal,Pending,90,0,90,90
BR-02179,AST-0124,SEC-022,NAVI,Signal Maintenance,90,High,15:00,Fixed,Track Maintenance Team,Urgent,Pending,900,0,900,900
BR-02180,AST-0127,SEC-010,DHI,Point Machine Maintenance,75,Medium,11:30,±15 min,Signal Team,Urgent,Pending,690,15,675,705
BR-02181,AST-0027,SEC-026,PRLI,Track Inspection,30,High,07:45,±15 min,Track Maintenance Team,Normal,Pending,465,15,450,480
BR-02182,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,01:00,Fixed,Bridge Inspection Team,Normal,Pending,60,0,60,60
BR-02183,AST-0141,SEC-022,SUR,Point Machine Maintenance,45,Medium,10:15,Fixed,Track Maintenance Team,Normal,Pending,615,0,615,615
BR-02184,AST-0027,SEC-026,PRLI,Track Inspection,30,High,21:30,±30 min,Track Maintenance Team,Normal,Pending,1290,30,1260,1320
BR-02185,AST-0194,SEC-027,PAU,Rail Grinding,30,Low,12:00,±30 min,OHE Team,Urgent,Pending,720,30,690,750
BR-02186,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±30 min,Bridge Inspection Team,Normal,Pending,600,30,570,630
BR-02187,AST-0027,SEC-026,PRLI,Track Inspection,30,High,04:30,±30 min,Track Maintenance Team,Normal,Pending,270,30,240,300
BR-02188,AST-0027,SEC-026,PRLI,Track Inspection,30,High,20:30,±15 min,Track Maintenance Team,Normal,Pending,1230,15,1215,1245
BR-02189,AST-0121,SEC-028,CND,Track Renewal,30,High,10:45,±30 min,Track Maintenance Team,Urgent,Pending,645,30,615,675
BR-02190,AST-0070,SEC-018,BDWD,Track Inspection,75,Medium,17:00,±30 min,Signal Team,Urgent,Pending,1020,30,990,1050
BR-02191,AST-0059,SEC-021,BD,Rail Grinding,30,Medium,03:15,±60 min,Track Maintenance Team,Normal,Pending,195,60,135,255
BR-02192,AST-0163,SEC-050,RPH,Point Machine Maintenance,45,Critical,08:00,±30 min,Track Maintenance Team,Urgent,Pending,480,30,450,510
BR-02193,AST-0059,SEC-021,BD,Track Renewal,30,Medium,15:30,±30 min,Signal Team,Urgent,Pending,930,30,900,960
BR-02194,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305
BR-02195,AST-0126,SEC-041,GAR,Track Renewal,45,Medium,06:45,±30 min,Bridge Inspection Team,Normal,Pending,405,30,375,435
BR-02196,AST-0086,SEC-030,WR,Track Inspection,60,High,13:15,±15 min,Track Maintenance Team,Normal,Pending,795,15,780,810
BR-02197,AST-0075,SEC-036,ARAG,OHE Inspection,30,Medium,13:30,Fixed,Bridge Inspection Team,Normal,Pending,810,0,810,810
BR-02198,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,07:00,±30 min,Bridge Inspection Team,Normal,Pending,420,30,390,450
BR-02199,AST-0098,SEC-049,HWH,Track Inspection,60,Medium,01:45,±60 min,OHE Team,Normal,Pending,105,60,45,165
BR-02200,AST-0012,SEC-015,JEUR,Signal Maintenance,75,Low,03:00,Fixed,Bridge Inspection Team,Urgent,Pending,180,0,180,180
BR-02201,AST-0059,SEC-021,BD,Track Renewal,45,Medium,04:45,±60 min,Signal Team,Urgent,Pending,285,60,225,345
BR-02202,AST-0143,SEC-009,JMD,Track Inspection,90,Medium,11:45,±30 min,OHE Team,Urgent,Pending,705,30,675,735
BR-02203,AST-0197,SEC-020,AK,OHE Inspection,45,Medium,09:45,±30 min,Track Maintenance Team,Urgent,Pending,585,30,555,615
BR-02204,AST-0143,SEC-009,JMD,Track Inspection,45,Medium,13:45,±30 min,OHE Team,Urgent,Pending,825,30,795,855
BR-02205,AST-0027,SEC-026,PRLI,Track Inspection,60,High,04:30,±60 min,Track Maintenance Team,Normal,Pending,270,60,210,330
BR-02206,AST-0059,SEC-021,BD,Track Renewal,60,Medium,01:15,±30 min,Signal Team,Urgent,Pending,75,30,45,105
BR-02207,AST-0124,SEC-022,NAVI,Rail Grinding,75,High,11:45,±15 min,Track Maintenance Team,Normal,Pending,705,15,690,720
BR-02208,AST-0121,SEC-028,CND,Track Renewal,30,High,04:45,±15 min,Track Maintenance Team,Urgent,Pending,285,15,270,300
BR-02209,AST-0077,SEC-033,DLGN,OHE Inspection,30,Low,10:15,±30 min,Bridge Inspection Team,Urgent,Pending,615,30,585,645
BR-02210,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305
BR-02211,AST-0121,SEC-028,CND,Track Renewal,30,High,10:45,±30 min,Track Maintenance Team,Urgent,Pending,645,30,615,675
BR-02212,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305
BR-02213,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,05:15,±15 min,Bridge Inspection Team,Normal,Pending,315,15,300,330
BR-02214,AST-0127,SEC-010,DHI,Point Machine Maintenance,90,Medium,05:30,±30 min,Signal Team,Urgent,Pending,330,30,300,360
BR-02215,AST-0070,SEC-018,BDWD,Track Inspection,75,Medium,07:00,±60 min,Signal Team,Urgent,Pending,420,60,360,480
BR-02216,AST-0121,SEC-028,CND,Track Renewal,60,High,21:45,±30 min,Track Maintenance Team,Urgent,Pending,1305,30,1275,1335
BR-02217,AST-0077,SEC-033,DLGN,Track Renewal,45,Low,16:15,Fixed,Bridge Inspection Team,Urgent,Pending,975,0,975,975
BR-02218,AST-0143,SEC-009,JMD,Track Inspection,45,Medium,20:30,±30 min,OHE Team,Urgent,Pending,1230,30,1200,1260
BR-02219,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±30 min,Signal Team,Normal,Pending,45,30,15,75
BR-02220,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,Fixed,Bridge Inspection Team,Normal,Pending,1275,0,1275,1275
BR-02221,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305
BR-02222,AST-0027,SEC-026,PRLI,Track Inspection,30,High,21:30,±30 min,Track Maintenance Team,Normal,Pending,1290,30,1260,1320
BR-02223,AST-0148,SEC-033,KVK,Signal Maintenance,60,Low,13:15,±15 min,Track Maintenance Team,Urgent,Pending,795,15,780,810
BR-02224,AST-0063,SEC-019,MKU,Bridge Inspection,90,Low,10:00,±30 min,Signal Team,Normal,Pending,600,30,570,630
BR-02225,AST-0077,SEC-033,DLGN,Track Renewal,30,Low,09:15,±60 min,Bridge Inspection Team,Urgent,Pending,555,60,495,615
BR-02226,AST-0194,SEC-027,PAU,Rail Grinding,60,Low,19:00,±30 min,OHE Team,Urgent,Pending,1140,30,1110,1170
BR-02227,AST-0098,SEC-049,HWH,Track Inspection,75,Medium,01:15,±60 min,OHE Team,Normal,Pending,75,60,15,135
BR-02228,AST-0049,SEC-025,LTRR,Track Renewal,90,Medium,06:30,±30 min,OHE Team,Normal,Pending,390,30,360,420
BR-02229,AST-0124,SEC-022,NAVI,Signal Maintenance,75,High,16:30,±30 min,Track Maintenance Team,Urgent,Pending,990,30,960,1020
BR-02230,AST-0121,SEC-028,CND,Track Renewal,45,High,14:15,±30 min,Track Maintenance Team,Urgent,Pending,855,30,825,885
BR-02231,AST-0124,SEC-022,NAVI,Rail Grinding,60,High,14:45,±15 min,Track Maintenance Team,Normal,Pending,885,15,870,900
BR-02232,AST-0141,SEC-022,SUR,Point Machine Maintenance,30,Medium,16:45,±30 min,Track Maintenance Team,Normal,Pending,1005,30,975,1035
BR-02233,AST-0027,SEC-026,PRLI,Track Inspection,45,High,16:45,±30 min,Track Maintenance Team,Normal,Pending,1005,30,975,1035
BR-02234,AST-0197,SEC-020,AK,OHE Inspection,30,Medium,01:45,Fixed,Track Maintenance Team,Urgent,Pending,105,0,105,105
BR-02235,AST-0077,SEC-033,DLGN,Track Renewal,60,Low,18:30,±30 min,Bridge Inspection Team,Urgent,Pending,1110,30,1080,1140
BR-02236,AST-0148,SEC-033,KVK,Signal Maintenance,30,Low,10:30,Fixed,Track Maintenance Team,Urgent,Pending,630,0,630,630
BR-02237,AST-0127,SEC-010,DHI,Point Machine Maintenance,60,Medium,20:00,±30 min,Signal Team,Urgent,Pending,1200,30,1170,1230
BR-02238,AST-0159,SEC-029,PLO,OHE Inspection,30,Medium,18:00,Fixed,Bridge Inspection Team,Normal,Pending,1080,0,1080,1080
BR-02239,AST-0070,SEC-018,BDWD,Track Inspection,60,Medium,15:15,±30 min,Signal Team,Urgent,Pending,915,30,885,945
BR-02240,AST-0122,SEC-042,HBD,Bridge Inspection,30,High,14:00,±60 min,Track Maintenance Team,Normal,Pending,840,60,780,900
BR-02241,AST-0070,SEC-018,BDWD,Track Inspection,60,Medium,04:15,±60 min,Signal Team,Urgent,Pending,255,60,195,315
BR-02242,AST-0171,SEC-012,KSRA,Track Inspection,60,High,03:30,Fixed,Track Maintenance Team,Normal,Pending,210,0,210,210
BR-02243,AST-0059,SEC-021,BD,Rail Grinding,30,Medium,11:45,±60 min,Track Maintenance Team,Normal,Pending,705,60,645,765
BR-02244,AST-0070,SEC-018,BDWD,Track Inspection,120,Medium,20:45,±30 min,Signal Team,Urgent,Pending,1245,30,1215,1275
BR-02245,AST-0163,SEC-050,RPH,Point Machine Maintenance,60,Critical,08:00,±30 min,Track Maintenance Team,Urgent,Pending,480,30,450,510
BR-02246,AST-0027,SEC-026,PRLI,Track Inspection,30,High,10:15,±30 min,Track Maintenance Team,Normal,Pending,615,30,585,645
BR-02247,AST-0124,SEC-022,NAVI,Rail Grinding,120,High,11:00,±30 min,Track Maintenance Team,Normal,Pending,660,30,630,690
BR-02248,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±30 min,Track Maintenance Team,Normal,Pending,1275,30,1245,1305
BR-02249,AST-0159,SEC-029,PLO,OHE Inspection,90,Medium,04:30,±60 min,Bridge Inspection Team,Normal,Pending,270,60,210,330
BR-02250,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305
BR-02251,AST-0177,SEC-015,JEUR,Signal Maintenance,30,Medium,08:30,±15 min,Signal Team,Urgent,Pending,510,15,495,525
BR-02252,AST-0122,SEC-042,HBD,Bridge Inspection,60,High,10:15,Fixed,Track Maintenance Team,Normal,Pending,615,0,615,615
BR-02253,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±15 min,Track Maintenance Team,Normal,Pending,1275,15,1260,1290
BR-02254,AST-0189,SEC-049,KGP,Track Inspection,30,Medium,21:15,±15 min,Track Maintenance Team,Normal,Pending,1275,15,1260,1290
BR-02255,AST-0027,SEC-026,PRLI,Track Inspection,45,High,07:30,±60 min,Track Maintenance Team,Normal,Pending,450,60,390,510
BR-02256,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,15:30,Fixed,Track Maintenance Team,Urgent,Pending,930,0,930,930
BR-02257,AST-0126,SEC-041,GAR,Track Renewal,30,Medium,20:00,±60 min,Bridge Inspection Team,Normal,Pending,1200,60,1140,1260
BR-02258,AST-0086,SEC-030,WR,Track Inspection,30,High,02:45,±30 min,Track Maintenance Team,Normal,Pending,165,30,135,195
BR-02259,AST-0098,SEC-049,HWH,Track Inspection,75,Medium,01:30,±30 min,OHE Team,Normal,Pending,90,30,60,120
BR-02260,AST-0049,SEC-025,LTRR,Track Renewal,90,Medium,07:15,±30 min,OHE Team,Normal,Pending,435,30,405,465
BR-02261,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±30 min,Bridge Inspection Team,Normal,Pending,1275,30,1245,1305
BR-02262,AST-0075,SEC-036,ARAG,Point Machine Maintenance,60,Medium,12:15,±30 min,Track Maintenance Team,Normal,Pending,735,30,705,765
BR-02263,AST-0148,SEC-033,KVK,Signal Maintenance,30,Low,11:45,±30 min,Track Maintenance Team,Urgent,Pending,705,30,675,735
BR-02264,AST-0027,SEC-026,PRLI,Track Inspection,60,High,16:30,±30 min,Track Maintenance Team,Normal,Pending,990,30,960,1020
BR-02265,AST-0127,SEC-010,DHI,Point Machine Maintenance,60,Medium,06:00,±15 min,Signal Team,Urgent,Pending,360,15,345,375
BR-02266,AST-0148,SEC-033,KVK,Signal Maintenance,120,Low,12:00,±60 min,Track Maintenance Team,Urgent,Pending,720,60,660,780
BR-02267,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,Fixed,Bridge Inspection Team,Normal,Pending,600,0,600,600
BR-02268,AST-0126,SEC-041,GAR,Track Inspection,45,Medium,15:30,±30 min,Bridge Inspection Team,Normal,Pending,930,30,900,960
BR-02269,AST-0027,SEC-026,PRLI,Track Inspection,30,High,01:00,±30 min,Track Maintenance Team,Normal,Pending,60,30,30,90
BR-02270,AST-0127,SEC-010,DHI,Point Machine Maintenance,60,Medium,15:00,±15 min,Signal Team,Urgent,Pending,900,15,885,915
BR-02271,AST-0059,SEC-021,BD,Track Renewal,30,Medium,03:15,±60 min,Signal Team,Urgent,Pending,195,60,135,255
BR-02272,AST-0075,SEC-036,ARAG,Point Machine Maintenance,60,Medium,12:45,±30 min,Track Maintenance Team,Normal,Pending,765,30,735,795
BR-02273,AST-0136,SEC-021,BD,Signal Maintenance,30,Medium,15:30,±60 min,OHE Team,Normal,Pending,930,60,870,990
BR-02274,AST-0077,SEC-033,DLGN,Track Renewal,90,Low,16:00,±30 min,Bridge Inspection Team,Urgent,Pending,960,30,930,990
BR-02275,AST-0049,SEC-025,LTRR,Track Renewal,60,Medium,18:45,±30 min,OHE Team,Normal,Pending,1125,30,1095,1155
BR-02276,AST-0042,SEC-020,SEG,Track Inspection,60,Low,09:00,±15 min,Track Maintenance Team,Normal,Pending,540,15,525,555
BR-02277,AST-0070,SEC-018,BDWD,Track Inspection,75,Medium,21:30,Fixed,Signal Team,Urgent,Pending,1290,0,1290,1290
BR-02278,AST-0171,SEC-012,KSRA,Track Inspection,75,High,06:15,±30 min,Track Maintenance Team,Normal,Pending,375,30,345,405
BR-02279,AST-0117,SEC-043,HBJ,Signal Maintenance,30,Critical,02:30,±30 min,Signal Team,Normal,Pending,150,30,120,180
BR-02280,AST-0143,SEC-009,JMD,Track Inspection,45,Medium,08:45,±30 min,OHE Team,Urgent,Pending,525,30,495,555
BR-02281,AST-0163,SEC-050,RPH,Point Machine Maintenance,45,Critical,08:15,±30 min,Track Maintenance Team,Urgent,Pending,495,30,465,525
BR-02282,AST-0183,SEC-008,PC,Signal Maintenance,30,High,19:00,±30 min,Bridge Inspection Team,Normal,Pending,1140,30,1110,1170
BR-02283,AST-0012,SEC-015,JEUR,Signal Maintenance,120,Low,15:45,Fixed,Bridge Inspection Team,Urgent,Pending,945,0,945,945
BR-02284,AST-0021,SEC-021,MZR,Signal Maintenance,75,High,21:15,±30 min,OHE Team,Normal,Pending,1275,30,1245,1305
BR-02285,AST-0127,SEC-010,DHI,Point Machine Maintenance,45,Medium,05:30,±30 min,Signal Team,Urgent,Pending,330,30,300,360
BR-02286,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,17:45,±30 min,Track Maintenance Team,Urgent,Pending,1065,30,1035,1095
BR-02287,AST-0027,SEC-026,PRLI,Track Inspection,30,High,04:45,±15 min,Track Maintenance Team,Normal,Pending,285,15,270,300
BR-02288,AST-0148,SEC-033,KVK,Signal Maintenance,75,Low,10:00,±15 min,Track Maintenance Team,Urgent,Pending,600,15,585,615
BR-02289,AST-0027,SEC-026,PRLI,Track Inspection,45,High,20:15,±30 min,Track Maintenance Team,Normal,Pending,1215,30,1185,1245
BR-02290,AST-0077,SEC-033,DLGN,OHE Inspection,45,Low,10:15,±30 min,Bridge Inspection Team,Urgent,Pending,615,30,585,645
BR-02291,AST-0013,SEC-002,VSKP,Track Inspection,30,Medium,00:45,±30 min,Signal Team,Normal,Pending,45,30,15,75
BR-02292,AST-0194,SEC-027,PAU,Rail Grinding,30,Low,12:00,±30 min,OHE Team,Urgent,Pending,720,30,690,750
BR-02293,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±15 min,Bridge Inspection Team,Normal,Pending,600,15,585,615
BR-02294,AST-0189,SEC-049,KGP,Track Renewal,30,Medium,21:15,±15 min,Bridge Inspection Team,Normal,Pending,1275,15,1260,1290
BR-02295,AST-0027,SEC-026,PRLI,Track Inspection,30,High,21:30,±15 min,Track Maintenance Team,Normal,Pending,1290,15,1275,1305
BR-02296,AST-0183,SEC-008,PC,Signal Maintenance,90,High,12:45,Fixed,Bridge Inspection Team,Normal,Pending,765,0,765,765
BR-02297,AST-0047,SEC-017,ANG,Track Inspection,30,Critical,01:00,±30 min,Bridge Inspection Team,Normal,Pending,60,30,30,90
BR-02298,AST-0139,SEC-004,BNC,Signal Maintenance,30,Medium,13:30,±15 min,Track Maintenance Team,Urgent,Pending,810,15,795,825
BR-02299,AST-0008,SEC-017,ANG,Track Renewal,30,Low,06:30,±60 min,OHE Team,Urgent,Pending,390,60,330,450
BR-02300,AST-0197,SEC-020,AK,OHE Inspection,30,Medium,03:00,±15 min,Track Maintenance Team,Urgent,Pending,180,15,165,195
BR-02301,AST-0197,SEC-020,AK,OHE Inspection,120,Medium,01:45,±15 min,Track Maintenance Team,Urgent,Pending,105,15,90,120
BR-02302,AST-0159,SEC-029,PLO,OHE Inspection,90,Medium,21:00,±15 min,Bridge Inspection Team,Normal,Pending,1260,15,1245,1275
BR-02303,AST-0104,SEC-038,HD,Signal Maintenance,60,High,04:15,±30 min,Signal Team,Normal,Pending,255,30,225,285
BR-02304,AST-0075,SEC-036,ARAG,OHE Inspection,75,Medium,12:15,±60 min,Bridge Inspection Team,Normal,Pending,735,60,675,795
BR-02305,AST-0077,SEC-033,DLGN,OHE Inspection,90,Low,04:15,±30 min,Bridge Inspection Team,Urgent,Pending,255,30,225,285
BR-02306,AST-0059,SEC-021,BD,Rail Grinding,45,Medium,03:15,±30 min,Track Maintenance Team,Normal,Pending,195,30,165,225
BR-02307,AST-0047,SEC-017,ANG,Track Inspection,45,Critical,19:15,±30 min,Bridge Inspection Team,Normal,Pending,1155,30,1125,1185
BR-02308,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,13:15,±30 min,Bridge Inspection Team,Normal,Pending,795,30,765,825
BR-02309,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±30 min,Bridge Inspection Team,Normal,Pending,600,30,570,630
BR-02310,AST-0008,SEC-017,ANG,Track Renewal,45,Low,19:15,±30 min,OHE Team,Urgent,Pending,1155,30,1125,1185
BR-02311,AST-0098,SEC-049,HWH,Track Inspection,75,Medium,01:30,Fixed,OHE Team,Normal,Pending,90,0,90,90
BR-02312,AST-0077,SEC-033,DLGN,OHE Inspection,30,Low,19:00,±30 min,Bridge Inspection Team,Urgent,Pending,1140,30,1110,1170
BR-02313,AST-0075,SEC-036,ARAG,OHE Inspection,30,Medium,13:45,±30 min,Bridge Inspection Team,Normal,Pending,825,30,795,855
BR-02314,AST-0042,SEC-020,SEG,Track Inspection,60,Low,21:45,±30 min,Track Maintenance Team,Normal,Pending,1305,30,1275,1335
BR-02315,AST-0072,SEC-043,BINA,Track Inspection,30,Medium,10:00,±30 min,Bridge Inspection Team,Normal,Pending,600,30,570,630
BR-02316,AST-0059,SEC-021,BD,Track Renewal,75,Medium,00:45,Fixed,Signal Team,Urgent,Pending,45,0,45,45
BR-02317,AST-0090,SEC-043,HBJ,OHE Inspection,30,High,19:15,±30 min,Signal Team,Normal,Pending,1155,30,1125,1185
BR-02318,AST-0027,SEC-026,PRLI,Track Inspection,30,High,10:30,Fixed,Track Maintenance Team,Normal,Pending,630,0,630,630
BR-02319,AST-0008,SEC-017,ANG,Track Renewal,30,Low,19:15,Fixed,OHE Team,Urgent,Pending,1155,0,1155,1155
BR-02320,AST-0075,SEC-036,ARAG,Point Machine Maintenance,60,Medium,12:15,±30 min,Track Maintenance Team,Normal,Pending,735,30,705,765
